Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1460000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.280744
1462000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.410689
1464000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.323705
1466000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.218067
1468000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.625753
1470000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.391575
1472000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.414387
1474000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.208135
1476000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.398907
1478000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.358493
1480000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.012140
1482000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.220634
1484000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.401191
1486000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.323668
1488000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.401808
1490000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.361180
1492000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.236429
1494000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.265092
1496000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.291448
1498000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.379086
1500000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.978869
1502000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.881206
1504000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.705399
1506000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.631275
1508000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.439256
1510000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.066807
1512000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.494930
1514000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.042475
1516000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.348136
1518000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.813531
1520000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.488026
1522000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.698466
1524000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.341268
1526000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.198073
1528000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.390085
1530000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.032791
1532000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.442101
1534000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.274691
1536000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.257204
1538000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.637651
1540000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.528131
1542000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.113985
1544000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.406305
1546000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.283623
1548000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.265877
1550000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.268978
1552000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.001763
1554000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.581746
1556000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.265521
